Start,End,Open,High,Low,Close,Volume,Market Cap
2025-02-17,2025-02-18,96158.2,96928.96,95233.09,95811.35,35606804164.09059,1903929147306.7212
2025-02-16,2025-02-17,97608.91,97702.41,96126.98,96126.98,24935455179.878048,1925797865419.899
2025-02-15,2025-02-16,97441.96,97964.82,97286.16,97551.71,43880503845.82927,1933527836923.8328
2025-02-14,2025-02-15,96634.17,98629.06,96322.62,97483.36,48799409930.808365,1923503926457.92
2025-02-13,2025-02-14,97692.8,98062.17,95360.04,96551.64,63136043802.05575,1910325646084.8188
2025-02-12,2025-02-13,95885.71,98044.11,94336.27,97799.93,58173352163.36585,1907453414925.0522
2025-02-11,2025-02-12,97467.69,98424.33,94926.49,95783.6,46753246914.39721,1925449737443.7595
2025-02-10,2025-02-11,96782.88,98215.75,95499.98,97372.05,53325970816.78397,1925993184810.265
2025-02-09,2025-02-10,96442.54,97278.04,94807.91,96515.22,32116590763.278744,1912714801489.0557
2025-02-08,2025-02-09,96447.9,96847.82,95717.84,96544.97,62373810394.243904,1908201665424.3728
2025-02-07,2025-02-08,96755.94,100023,95661.12,96503.93,67990905956.731705,1928083793909.216
2025-02-06,2025-02-07,96806.37,99108.31,95885.57,96586.85,60696114350.75262,1931608477135.979
2025-02-05,2025-02-06,97979.89,98876.15,96296.48,96594.39,81517859048.12195,1936883763799.7039
2025-02-04,2025-02-05,101443,101613,96332.98,98027.99,101079670880.77701,1967339128697.9163
2025-02-03,2025-02-04,97418.2,102289,92692.13,101371,130618314576.78397,1917963058416.8816
2025-02-02,2025-02-03,100604,101386,96763.02,97584.89,53761921059.80488,1963730284765.223
2025-02-01,2025-02-02,102318,102760,100288,100649,53430949036.51219,2020755402343.0662
2025-01-31,2025-02-01,104840,105807,101632,102391,76033677211.55052,2061170283945.4705
2025-01-30,2025-01-31,103543,106208,103396,104793,75054210025.51569,2082326892923.2056
2025-01-29,2025-01-30,101389,104646,101376,103705,56703543830.98606,2031386072112.6482
2025-01-28,2025-01-29,102543,103556,100333,101344,81875109431.446,2028605776021.777
2025-01-27,2025-01-28,102875,103225,97785.26,101986,77302679559.20209,1989535139826.0696
2025-01-26,2025-01-27,104772,105393,102623,102623,28989514906.487804,2076926468772.1255
2025-01-25,2025-01-26,104775,105232,104145,104816,52193881184.10453,2074620118168.5366
2025-01-24,2025-01-25,103849,106948,102800,104811,115078130761.18816,2081402267735.8538
2025-01-23,2025-01-24,103723,106461,101276,104039,88297171088.60628,2045675220954.878
2025-01-22,2025-01-23,106011,106189,103417,103720,87286860083.74216,2078211862894.2856
2025-01-21,2025-01-22,101743,107133,100480,106198,139085618268.77353,2058710070902.2996
2025-01-20,2025-01-21,100825,109079,99832.98,101926,148057020106.4669,2073876283580.3276
2025-01-19,2025-01-20,104401,106354,99673.27,101378,71704147685.81184,2074454879075.4355
2025-01-18,2025-01-19,104227,104959,102360,104415,79851654021.58188,2056406022697.4634
2025-01-17,2025-01-18,100045,105828,100044,104119,80029703797.12892,2036603783703.0312
2025-01-16,2025-01-17,100491,100616,97514.91,100050,74992466216.37282,1971703690414.035
2025-01-15,2025-01-16,96506.98,100638,96506.98,100280,70069304045.50523,1942834773949.3484
2025-01-14,2025-01-15,94523.94,97316.06,94354.8,96624.15,89162525730.66551,1899683295814.7249
2025-01-13,2025-01-14,94583.86,95759.98,90000.02,94474.29,60704225079.4216,1843035365618.5715
2025-01-12,2025-01-13,94635.04,95314.07,93804.15,94489.93,26704832659.02439,1872700186059.3938
2025-01-11,2025-01-12,94705.81,95009.18,93900.15,94595.97,60600829825.087105,1869739138503.338
2025-01-10,2025-01-11,92592.4,95738.27,92418.35,94749.98,84405720218.446,1866359318259.1743
2025-01-09,2025-01-10,94962.47,95340.9,91245.71,92406.11,85716154823.7561,1851270937380.6482
2025-01-08,2025-01-09,96712,97268.67,92991.31,95059.96,85737267513.48781,1891194933246.0417
2025-01-07,2025-01-08,102109,102444,96206.19,96916.64,72033067738.8676,1978855407463.7107
2025-01-06,2025-01-07,98457.51,102440,97983.22,102222,53401942771.388115,1984108911405.2097
2025-01-05,2025-01-06,98216.11,98757.56,97339.16,98394.57,33142539323.965157,1942558010009.6306
2025-01-04,2025-01-05,98209.88,98727.99,97560.78,98259.43,47085373030.80488,1941545303077.2195
2025-01-03,2025-01-04,96981.54,98944.63,96123.56,98126.64,58117695882.72125,1926076511509.8955
2025-01-02,2025-01-03,94474.31,97820.94,94459.99,96949.18,52199445640.06969,1907089349114.5261
2025-01-01,2025-01-02,93650.83,95074.46,93070.57,94610.14,51859876687.916374,1860687393383.2717
2024-12-31,2025-01-01,92728.07,96016.01,92161.96,93647.01,75351850923.65506,1856486204953.7805
2024-12-30,2024-12-31,93610.59,94951.18,91603.06,92811.03,58331914971.832756,1850687915427.8677
2024-12-29,2024-12-30,95233.87,95272.03,93069.72,93659.56,35660027972.34495,1872836839162.9373
2024-12-28,2024-12-29,94394.88,95394.07,94098.12,95204.07,54047947732.66202,1875425836828.8154
2024-12-27,2024-12-28,95848.07,97199.96,93527.75,94452.57,66231541525.75958,1892533809243.1394
2024-12-26,2024-12-27,99792,99940.03,95249.51,95830.42,58620968526.585365,1915420141811.5854
2024-12-25,2024-12-26,98612.37,99436,97676.75,99436,62036161613.87676,1949704818370.472
2024-12-24,2024-12-25,94736.64,99280.01,93712.18,98805.9,76323175683.21254,1899057311855.5818
2024-12-23,2024-12-24,95181.3,96433.71,92587.99,94748.02,74389445085.7352,1876386494838.1638
2024-12-22,2024-12-23,97178.72,97408.04,94288.04,95136.87,60172030056.13937,1906302613170.8362
2024-12-21,2024-12-22,97696.08,99490.36,96639.15,97253.03,103445426511.10104,1933881968477.8467
2024-12-20,2024-12-21,97611.97,98200.45,92450,97691.36,139703232932.27527,1909058168447.5923
2024-12-19,2024-12-20,100573,102672,96026.57,97874.66,128536950315.76306,1985173434398.69
2024-12-18,2024-12-19,106053,106444,100172,100368,122105965620.28572,2057582532859.9023
2024-12-17,2024-12-18,105999,108239,105549,106052,124224918390.4669,2112523563111.805
2024-12-16,2024-12-17,104608,107768,103425,106010,117242854002.95122,2084952957360.5854
2024-12-15,2024-12-16,101478,104921,101316,104621,74032778621.99303,2029652386963.9023
2024-12-14,2024-12-15,101401,102589,100706,101364,90624467771.4669,2009150944519.6099
2024-12-13,2024-12-14,100068,101818,99295.32,101371,109866813029.54704,1988906701538.2683
2024-12-12,2024-12-13,101062,102497,99422.23,100041,119055118107,1994228389410.864
2024-12-11,2024-12-12,96716.03,101825,95777.21,101074,137792236580.89896,1955907945691.69
2024-12-10,2024-12-11,97052.54,98128.02,94371.1,96628.01,166373033665.11847,1916908391045.0454
2024-12-09,2024-12-10,100968,100968,94947.98,97422.43,106531591106.00697,1949270156774.8362
2024-12-08,2024-12-09,99907.98,101215,98843.96,101215,66927756250.63066,1975119878167.8223
2024-12-07,2024-12-08,99820.38,100428,99055.93,99699.99,113320436919.21951,1972842731971.007
2024-12-06,2024-12-07,96580.04,101861,96520.48,99798.48,188013492242.11887,1957049343779.035
2024-12-05,2024-12-06,98519.93,103484,93912.02,97013.92,184824248794.0944,2000657732351.0803
2024-12-04,2024-12-05,95903.26,98975.08,94814.65,98730.99,105283404459.62718,1908424124261.8223
2024-12-03,2024-12-04,95836.05,96238.1,93618.44,95970.93,106465586145.65157,1890160822157.0244
2024-12-02,2024-12-03,97183.98,98051.18,94625.38,95807.6,85292808199.56795,1901101405235.6724
2024-12-01,2024-12-02,96505.88,97767.64,95776.26,97236.3,53606873251.67944,1916922956139.906
2024-11-30,2024-12-01,97317.53,97329.92,96137.48,96436.01,75686925475.52962,1913487930004.8884
2024-11-29,2024-11-30,95627.24,98564.62,95432.02,97383.7,73540702253.37282,1915376254328.5957
2024-11-28,2024-11-29,95850.02,96560.02,94688,95632.03,91367563526.64809,1887668008967.4495
2024-11-27,2024-11-28,91826.51,97208.23,91808,95899.86,105995810362.98607,1864500796914.0417
2024-11-26,2024-11-27,93064.01,94915.39,90860.03,91993.22,130295482809.85365,1842938063042.6133
2024-11-25,2024-11-26,97736.05,98746.64,92896.18,93079.67,81967757600.00348,1914571548707.9966
2024-11-24,2024-11-25,97693.54,98515.16,95759.99,97867.46,59912158588,1927720657888.899
2024-11-23,2024-11-24,98788.34,98874.93,97191.99,97628.02,83162177003.70035,1944474660716.5784
2024-11-22,2024-11-23,98311.38,99498.52,97252,98851.49,120715743965.81534,1952242799854.7979
2024-11-21,2024-11-22,94267.41,98789.88,94111.91,98425.93,124061794774.17133,1920870646501.514
2024-11-20,2024-11-21,92212.04,94819.96,91505.99,94174.71,104283260657.96516,1845779458933.1638
2024-11-19,2024-11-20,90406.06,93836.94,90406.06,92119.47,103897079169.33101,1818536542335.749
2024-11-18,2024-11-19,89782.53,92532,89453.11,90549.34,78257155574.17421,1799245714803.561
2024-11-17,2024-11-18,90642.34,91447.99,88768.66,89763.59,59020288900.41115,1787375905097.3555
2024-11-16,2024-11-17,91135.39,91735.96,90131.55,90543.67,87437209941.79442,1801356084789.4182
2024-11-15,2024-11-16,87681.91,91741.72,87140.65,90949.94,115603162996.73868,1763628734293.2195
2024-11-14,2024-11-15,90224.2,91637.55,86938.85,87347.45,153146346263.78745,1773909794872.784
2024-11-13,2024-11-14,88144.01,93243.92,86204.37,90300.02,160918008013.6864,1759012763467.85
2024-11-12,2024-11-13,88213.99,89800.23,85175.97,88164.77,200970767179.90244,1738592782126.8328
2024-11-11,2024-11-12,80486.91,89424.41,80381.97,88627.98,115609444240.77701,1642993507212.5332
2024-11-10,2024-11-11,76539.97,81233.28,76539.97,80409.97,71609202780.14983,1563829624114.9688
2024-11-09,2024-11-10,76424.82,76893.95,75838,76615.99,57291171255.585365,1509901429967.5505
2024-11-08,2024-11-09,75927.95,77115.59,75638.04,76544.78,74504748582.48781,1504924618188.0837
2024-11-07,2024-11-08,75597.01,76751.96,74433.97,75919.31,103484517640.69337,1489649632652.094
2024-11-06,2024-11-07,69521.94,76097.95,69439.38,75567.57,137250861477.0453,1465110205211.2996
2024-11-05,2024-11-06,67853.77,70435.69,67481.95,69348.54,59336565216.83972,1363731448501.4006
2024-11-04,2024-11-05,68670.68,69346.28,66948.02,67792.92,48962107476.49826,1353435808921.1638
2024-11-03,2024-11-04,69316,69373.64,67593.72,68832.86,36194109863.87805,1353973920610.3484
2024-11-02,2024-11-03,69608,69896.03,69086.03,69319.96,50326627050.188156,1374269743730.8396
2024-11-01,2024-11-02,70346.9,71520.59,68866.03,69531.96,64764647003.57491,1378466264018.6238
2024-10-31,2024-11-01,72368.05,72625.19,69788.84,70340.01,53854409839.36585,1413995664371.2751
2024-10-30,2024-10-31,72679.98,72865.93,71511.03,72359.86,71130395353.4251,1427716315596.777
2024-10-29,2024-10-30,69868.02,73534.9,69787.87,72782.82,69264084198.31708,1415305246139.2961
2024-10-28,2024-10-29,68033.02,70130.8,67651.1,69892.45,37114871114.24042,1357158014032.2405
2024-10-27,2024-10-28,67082.64,68300.39,66857.06,68029.34,24371770053.99303,1333083441990.8884
2024-10-26,2024-10-27,66651.97,67363.21,66542.03,67102.01,55642452451.09408,1324427980567.7805
2024-10-25,2024-10-26,68233.69,68680.88,65750.97,66637.8,47280935128.599304,1336900585749.3623
2024-10-24,2024-10-25,66649.97,68704.49,66550.03,68234.05,50123672098.26481,1334846995284.0837
2024-10-23,2024-10-24,67405.32,67405.32,65269.97,66745.54,46287674514.191635,1316702466145.3623
2024-10-22,2024-10-23,67386.24,67781.79,66698,67393.99,55116769379.06969,1331080919999.4983
2024-10-21,2024-10-22,68997.53,69414.08,66865.98,67440.04,45600677049.55401,1347458269493.77
2024-10-20,2024-10-21,68393.94,69315.86,68114.03,68987.76,21401472337.9338,1353184866928.4739
2024-10-19,2024-10-20,68471.68,68639.99,68042.04,68394.04,39854632469.9338,1349788419169.2021
2024-10-18,2024-10-19,67399.86,68963.99,67194.06,68465.29,54278095716.083626,1346659620373.54
2024-10-17,2024-10-18,67701.14,67923.93,66803.61,67363.67,51428967058.60627,1329511317965.1917
2024-10-16,2024-10-17,67045.13,68274.26,66793.33,67657.43,85047855179.66202,1334134211358.1394
2024-10-15,2024-10-16,66091.69,67759.99,64989.97,66984.04,116765204875.63414,1306322769726.014
2024-10-14,2024-10-15,62827.65,66419.87,62484.15,66085.97,99886309610.80836,1280877236512.7212
2024-10-13,2024-10-14,63279.91,63279.91,62055.98,62806.34,79286610370.27527,1239946538823.5854
2024-10-12,2024-10-13,62575.79,63440.44,62499.99,63216.04,95040455893.51219,1243769524960.3901
2024-10-11,2024-10-12,60290.3,63270.59,60113.2,62410.61,97531320750.40767,1215919033598.9094
2024-10-10,2024-10-11,60603.9,61300.02,59017,60260.02,93419872142.50174,1197203364464.9895
2024-10-09,2024-10-10,62130.05,62530.42,60439.87,60647.99,93092147716.19861,1222680467455.69
2024-10-08,2024-10-09,62319.44,63130.04,61912.01,62215.97,107240146136.86063,1233787868452.85
2024-10-07,2024-10-08,62845.99,64436.04,62213.98,62300.75,96095290446.22997,1252777002071.7805
2024-10-06,2024-10-07,62000.06,62915.02,61839.92,62823.43,73632122102.43205,1230673337023.359
2024-10-05,2024-10-06,62198.05,62331.35,61723.39,62084,90303823443.8467,1226360450088.777
2024-10-04,2024-10-05,60788.37,62445.33,60488.64,62110.02,107180024237.33101,1216589697085.4077
2024-10-03,2024-10-04,60546.49,61464.04,60077.99,60776.01,115063546329.83624,1201370102458.9827
2024-10-02,2024-10-03,60816.01,62227.26,60005.98,60670.03,120577794899.03833,1211075380344.101
2024-10-01,2024-10-02,63344,64125.97,60395.96,60888.04,109318142902.60976,1242375814515.0312
2024-09-30,2024-10-01,65540,65554.02,63022.02,63290,96312396819.73868,1265376298243.4077
2024-09-29,2024-09-30,65860.6,66052,65438,65668.25,77961286117.22649,1298644977839.3901
2024-09-28,2024-09-29,65816.87,66190.2,65436.71,65923.99,93228914145.22299,1299293128680.7073
2024-09-27,2024-09-28,65107.96,66380.99,64850.01,65762.47,114291841891.12892,1296411223739.2544
2024-09-26,2024-09-27,63140.63,65616.04,62792.05,65142.08,103723189296.06621,1270017035677.3135
2024-09-25,2024-09-26,64208.02,64669.95,62957.27,63165.61,103767866644.80139,1259728792995.54
2024-09-24,2024-09-25,63346.7,64587.13,62752.04,64335.62,103073420384.87805,1254924424630.1917
2024-09-23,2024-09-24,63467.95,64644.96,62842.02,63332.69,107862272444.62021,1255023646422.6865
2024-09-22,2024-09-23,63359.99,63868.07,62476.04,63575.97,84841750994.446,1243803840310.3623
2024-09-21,2024-09-22,63112.9,63519.41,62823.98,63389.92,94051059382.0453,1246516946650.5818
2024-09-20,2024-09-21,62935.88,64053.96,62400.04,63102.03,115934019619.80139,1248769660324.1533
2024-09-19,2024-09-20,61831.96,63819.92,61592,62953.98,127035448554.81534,1237744694233.0417
2024-09-18,2024-09-19,60313.98,61449.14,59216.01,61449.14,110043990808.47038,1188172297080.9094
2024-09-17,2024-09-18,58267.94,61259.99,57620,60303.5,101668766635.31708,1172633447284.5715
2024-09-16,2024-09-17,59191.96,59191.96,57549.78,58229.2,94703021874.56445,1152253111991.209
2024-09-15,2024-09-16,59999.98,60375.64,58855.95,59198.11,77829620369.19164,1184977871771.244
2024-09-14,2024-09-15,60560.04,60590.1,59530.84,59987.93,100482054719.06621,1185546465171.9966
2024-09-13,2024-09-14,58153.97,60593.91,57688.82,60575.47,101420595997.81184,1159355964877.5889
2024-09-12,2024-09-13,57371.99,58514.55,57371.99,58116.05,112051169145.18466,1146172572942.6272
2024-09-11,2024-09-12,57600.01,57960.58,55588.99,57364.02,108220528609.446,1124141546458.115
2024-09-10,2024-09-11,56964.02,57984.81,56487.58,57627.99,103703769724.7317,1128119592931.965
2024-09-09,2024-09-10,54777.01,57869.99,54624.95,57031.98,95723896724.91228,1099907178125.3613
2024-09-08,2024-09-09,54116.16,55228.47,53694.23,54823.96,77973295408.60278,1073878187187.4844
2024-09-07,2024-09-08,53976.04,54810.03,53767.28,54188.32,121445897017.69337,1071141347783.9269
2024-09-06,2024-09-07,56209.17,56896.3,52738,53922.68,120787253459.05226,1091996852510.7631
2024-09-05,2024-09-06,58006.56,58284.98,55835,56170.04,115814349011.1324,1121929134241.6099
2024-09-04,2024-09-05,57644.03,58489.96,55737.91,57984.05,119214510126.47386,1129078127994.1116
2024-09-03,2024-09-04,59105.91,59764,57544.01,57544.01,110839951228.43205,1157513796045.655
2024-09-02,2024-09-03,57333.38,59350.72,57297.96,59127.62,111999098228.25435,1149670462101.4739
2024-09-01,2024-09-02,58972.96,59038.16,57268.97,57341.08,99808533702.47038,1149971682521.6794
2024-08-31,2024-09-01,59115.46,59382.99,58800.05,58965.98,102719941863.68292,1166833451801.5227
2024-08-30,2024-08-31,59295.05,59763.02,57944,59158,106977637878.67247,1166363249388.6794
2024-08-29,2024-08-30,59076.95,61106.97,58821.98,59348.98,110310423675.44948,1178040523912.0732
2024-08-28,2024-08-29,59320.04,60162,57933.03,59034.65,125193171751.83275,1170041472108.021
2024-08-27,2024-08-28,62828.6,63189.69,58564.03,59503.05,109127583964.41115,1227021403141.0278
2024-08-26,2024-08-27,64347.03,64374.01,62866.04,62866.04,101203762857.35191,1256706917886.4844
2024-08-25,2024-08-26,64184.99,64837.15,63792.95,64279.03,94619490854.93729,1265316086913.1846
2024-08-24,2024-08-25,64090.69,64416.96,63625.97,64107.98,125881577994.09407,1264412172950.7073
2024-08-23,2024-08-24,60392.09,64851.37,60392.09,63979.97,109681143161.26573,1218888710712.563
2024-08-22,2024-08-23,61167.48,61379.44,59953.14,60386.02,109925654743.1324,1197426375299.5957
2024-08-21,2024-08-22,59114.41,61813.19,58907.09,61109.99,109456682134.21603,1180932346414.1184
2024-08-20,2024-08-21,59448,61315.96,58705.68,59056.01,103619917438.06621,1185948542857.0105
2024-08-19,2024-08-20,58320.02,59562.71,57928.86,59562.71,93178855472.10802,1157509291689.108
2024-08-18,2024-08-19,59479.04,60212.28,58525.95,58525.95,80655928562.98607,1177542188593.5122
2024-08-17,2024-08-18,58902.94,59669.97,58855.66,59420.03,88140111621.74216,1169880838222.3833
2024-08-16,2024-08-17,57523.11,59806.42,57168.52,58902.1,106395319154.49826,1153353002063.1533
2024-08-15,2024-08-16,58731.42,59808.54,56658.81,57600,103561753070.77351,1152323874600.446
2024-08-14,2024-08-15,60460.83,61459.95,58577.96,58730.93,100245718135.20906,1186804832893.1743
2024-08-13,2024-08-14,59455.98,61507.57,58526.98,60565.01,103696068413.57143,1178381779554.0872
2024-08-12,2024-08-13,58804.02,60469.67,57916.99,59342.02,100105883667.67247,1164230078281.8257
